Player_ID,Final_Group,Difficulty_Recommendation
mqsnvro#2530705,Balanced,Keep Difficulty Same
A4Rain,Struggling,Decrease Difficulty
dede_tny#5783541,Struggling,Decrease Difficulty
mshoo6_#5590774,Balanced,Keep Difficulty Same
Iboprofen#2165173,Overperforming,Increase Difficulty
GTX-SK8#6905609,Struggling,Decrease Difficulty
djdmadden#6041982,Struggling,Decrease Difficulty
mck0523#7387469,Balanced,Keep Difficulty Same
bawelin,Struggling,Decrease Difficulty
TrippyChimp#5791157,Struggling,Decrease Difficulty
Raid shot#7045233,Struggling,Decrease Difficulty
Danger1248#2056031,Struggling,Decrease Difficulty
Jmac442#4874565,Overperforming,Increase Difficulty
SalamiMami_#5211775,Balanced,Keep Difficulty Same
haywire1865#9248665,Struggling,Decrease Difficulty
RejjieGreen#1886504,Struggling,Decrease Difficulty
CaptainZgeg02#4923298,Overperforming,Increase Difficulty
Keytwo#5470460,Struggling,Decrease Difficulty
K9Dutts#7925686,Balanced,Keep Difficulty Same
moltron7#4997705,Overperforming,Increase Difficulty
chadneel,Struggling,Decrease Difficulty
DecidedRock,Overperforming,Increase Difficulty
sorminator21#6256349,Balanced,Keep Difficulty Same
shapperd,Struggling,Decrease Difficulty
Azalid#6015787,Balanced,Keep Difficulty Same
KingShennyBoi#8621592,Struggling,Decrease Difficulty
KOMMA#4075165,Overperforming,Increase Difficulty
raquel_fer14#1560990,Balanced,Keep Difficulty Same
Lawless_Fishing#9645752,Overperforming,Increase Difficulty
Tracy#1023014,Balanced,Keep Difficulty Same
Q7 X1#4245598,Balanced,Keep Difficulty Same
o-Blasphemy-o#8083773,Balanced,Keep Difficulty Same
itayabu2008#9561132,Struggling,Decrease Difficulty
Safaera#2909646,Struggling,Decrease Difficulty
Puddnchoices#1551489,Balanced,Keep Difficulty Same
Rapmonster1219#8747888,Struggling,Decrease Difficulty
Rostty#9619528,Balanced,Keep Difficulty Same
Manly#7180326,Struggling,Decrease Difficulty
ElPerdoo1#9321863,Overperforming,Increase Difficulty
LXC#5285462,Balanced,Keep Difficulty Same
Koochie Man#7877971,Overperforming,Increase Difficulty
Piloto_433#5170371,Struggling,Decrease Difficulty
jameroX11#6027613,Overperforming,Increase Difficulty
Polska-627#4795172,Struggling,Decrease Difficulty
PilotEnzym#5758247,Balanced,Keep Difficulty Same
VooDoo#2781505,Overperforming,Increase Difficulty
Flagman99#4814872,Struggling,Decrease Difficulty
k-langawi7#6514926,Balanced,Keep Difficulty Same
rudy#7496286,Struggling,Decrease Difficulty
Hacca137#5428172,Struggling,Decrease Difficulty
onizuukaaaa_89#7528061,Balanced,Keep Difficulty Same
fountas#7300710,Struggling,Decrease Difficulty
DoubleTap#2520142,Overperforming,Increase Difficulty
Raderzzz,Balanced,Keep Difficulty Same
Ariakos#7415390,Struggling,Decrease Difficulty
e30Collective#1243894,Balanced,Keep Difficulty Same
babyjeezus450#5870895,Balanced,Keep Difficulty Same
Wolfgang1107861#1728706,Struggling,Decrease Difficulty
Bandziorek93#7277330,Balanced,Keep Difficulty Same
HerrCron#9655126,Struggling,Decrease Difficulty
JurassicGamer91#5409971,Balanced,Keep Difficulty Same
Wicked_Mane#9427167,Balanced,Keep Difficulty Same
aram_wamderswoos#1278486,Overperforming,Increase Difficulty
TSM_myth#1413212,Balanced,Keep Difficulty Same
XxStreetCrazyxX#9385139,Balanced,Keep Difficulty Same
korrtana#4974478,Struggling,Decrease Difficulty
BzS_Boa#6993633,Balanced,Keep Difficulty Same
黒の孤高剣士直樹#5756180,Struggling,Decrease Difficulty
anon74454331#3947599,Balanced,Keep Difficulty Same
Thanatophobia#1979472,Balanced,Keep Difficulty Same
BrooklynKiller6#4810018,Balanced,Keep Difficulty Same
DAHARIS#4735292,Struggling,Decrease Difficulty
YAMAHA YZ426661#7536394,Balanced,Keep Difficulty Same
yo dads jiblits#2597868,Balanced,Keep Difficulty Same
Ciroques#6874340,Balanced,Keep Difficulty Same
LongMeat#2339613,Overperforming,Increase Difficulty
RishiP5721#3039219,Struggling,Decrease Difficulty
The Pool Boy#8399508,Overperforming,Increase Difficulty
KlutchHands#2993205,Balanced,Keep Difficulty Same
HansenSchimp#1490405,Struggling,Decrease Difficulty
alfrer1988#3053943,Balanced,Keep Difficulty Same
Melisaac219#1486931,Balanced,Keep Difficulty Same
GuilleJuega#8934571,Struggling,Decrease Difficulty
Kirito#3575656,Overperforming,Increase Difficulty
KCVenom#8740382,Struggling,Decrease Difficulty
Ireeek,Overperforming,Increase Difficulty
Craftynose40777#2757699,Balanced,Keep Difficulty Same
youngmajesty98,Overperforming,Increase Difficulty
TrouterSKnYt#4602117,Struggling,Decrease Difficulty
showside_#5042548,Struggling,Decrease Difficulty
serpentar09#2362538,Struggling,Decrease Difficulty
Lyrypaine#2330060,Struggling,Decrease Difficulty
whk1x9P_Bandit#8983724,Balanced,Keep Difficulty Same
sil3ntsTrApredot#1831926,Struggling,Decrease Difficulty
Taxor#8246509,Struggling,Decrease Difficulty
narctick#1613826,Struggling,Decrease Difficulty
keff link#4337661,Balanced,Keep Difficulty Same
Penetrius#8638631,Balanced,Keep Difficulty Same
Prime 0117#7592199,Overperforming,Increase Difficulty
mevij,Struggling,Decrease Difficulty
Delmarpr#8997918,Overperforming,Increase Difficulty
dopexpope#4213653,Balanced,Keep Difficulty Same
Thebigdog7462#8284483,Overperforming,Increase Difficulty
goodgoodjones17#1655197,Struggling,Decrease Difficulty
JustinRD20#1851008,Struggling,Decrease Difficulty
fxttvpanther3#1976678,Balanced,Keep Difficulty Same
nikmaou#3017044,Struggling,Decrease Difficulty
BURLEYxRAGE#8200010,Balanced,Keep Difficulty Same
teentwin92#2756054,Struggling,Decrease Difficulty
IcyFlames11166#5656605,Balanced,Keep Difficulty Same
OP_royale_king_-#1785466,Balanced,Keep Difficulty Same
rockpapersizors#5637912,Balanced,Keep Difficulty Same
VID3M0N10#3361918,Struggling,Decrease Difficulty
Donz#3280133,Struggling,Decrease Difficulty
BlueWolf4211886#9100044,Balanced,Keep Difficulty Same
zEnsar01#7593756,Balanced,Keep Difficulty Same
elpapi#4558050,Balanced,Keep Difficulty Same
mcguffco#8853143,Balanced,Keep Difficulty Same
xXCamzzXx#2733974,Balanced,Keep Difficulty Same
bliss-base6#4483124,Balanced,Keep Difficulty Same
brittbritt5550#5660546,Struggling,Decrease Difficulty
tkm_tkm0117#3413893,Balanced,Keep Difficulty Same
UrBaDKiD400#7434978,Balanced,Keep Difficulty Same
TELLEZrene#6975462,Struggling,Decrease Difficulty
Jeremy#8492536,Overperforming,Increase Difficulty
三哥哥#4932374,Balanced,Keep Difficulty Same
NRGY_R4yKo#8537913,Overperforming,Increase Difficulty
HappyRogue#9616566,Struggling,Decrease Difficulty
HaWk Edgi#5528527,Balanced,Keep Difficulty Same
Xx-Shikar-xX#5092749,Struggling,Decrease Difficulty
fabite69#7901050,Struggling,Decrease Difficulty
Hoanbeo1#8013826,Balanced,Keep Difficulty Same
HeadyLife1994#2793936,Overperforming,Increase Difficulty
09771#8158362,Balanced,Keep Difficulty Same
malecki22#1484265,Balanced,Keep Difficulty Same
Armiiin#4020761,Struggling,Decrease Difficulty
Wong Fei Hung#1012391,Overperforming,Increase Difficulty
mariegemini89#5764209,Overperforming,Increase Difficulty
The Flaping#2631935,Balanced,Keep Difficulty Same
Brebispoemedu70#2483211,Struggling,Decrease Difficulty
jdse85#8748958,Struggling,Decrease Difficulty
NTMR_fruitpunch#9317993,Overperforming,Increase Difficulty
ALI#3610904,Struggling,Decrease Difficulty
X2austin#8173786,Struggling,Decrease Difficulty
Gucci#6575861,Balanced,Keep Difficulty Same
leomars,Overperforming,Increase Difficulty
kickin chicken#7418150,Balanced,Keep Difficulty Same
honimagic9#6459716,Balanced,Keep Difficulty Same
FlamingStarr#8074319,Struggling,Decrease Difficulty
Uber Honan#6735836,Struggling,Decrease Difficulty
JaySoxB#3981341,Struggling,Decrease Difficulty
Kosegud#1427732,Balanced,Keep Difficulty Same
Its Biscuits#5585004,Balanced,Keep Difficulty Same
boondoks_gang#3234092,Balanced,Keep Difficulty Same
Rousing king#7909388,Struggling,Decrease Difficulty
rewritvce#9727051,Struggling,Decrease Difficulty
Comethazine2#2082114,Balanced,Keep Difficulty Same
SB Tinman#1616636,Overperforming,Increase Difficulty
MilesMoraIes-EYE#8265386,Balanced,Keep Difficulty Same
Killer G69#5297378,Struggling,Decrease Difficulty
jhonbm22#8865268,Struggling,Decrease Difficulty
Kurumi#4230690,Balanced,Keep Difficulty Same
Métafion#2551843,Struggling,Decrease Difficulty
SlibzGraphics#1372425,Struggling,Decrease Difficulty
majortogoated#7119619,Struggling,Decrease Difficulty
KwamePantii#1066118,Balanced,Keep Difficulty Same
jonathanmanon220#3548628,Balanced,Keep Difficulty Same
jlmguillo,Struggling,Decrease Difficulty
ghostyagirl3#9163370,Struggling,Decrease Difficulty
martinarias9421#9309833,Struggling,Decrease Difficulty
Securing Delta#1550808,Balanced,Keep Difficulty Same
Emilklosek#9185467,Struggling,Decrease Difficulty
Changon boy90#2978138,Balanced,Keep Difficulty Same
Shisui#2895584,Overperforming,Increase Difficulty
Tannerjohn#3223559,Overperforming,Increase Difficulty
sargentdeathdog#9460804,Overperforming,Increase Difficulty
AOWILLIAMS27#7130489,Balanced,Keep Difficulty Same
igiveuplove#7198359,Struggling,Decrease Difficulty
renMX12#2286782,Struggling,Decrease Difficulty
david_10_94#7544769,Struggling,Decrease Difficulty
TheSchu689,Balanced,Keep Difficulty Same
oskyyy22#2225800,Balanced,Keep Difficulty Same
bigsayo149#5926316,Balanced,Keep Difficulty Same
Super-Tosto69#8537760,Overperforming,Increase Difficulty
Juss_Luis#1699869,Struggling,Decrease Difficulty
peppe22-Giacomov#8144844,Struggling,Decrease Difficulty
Murat_avc#2841118,Balanced,Keep Difficulty Same
Peppermint#6876926,Balanced,Keep Difficulty Same
BBMGANG#7450269,Struggling,Decrease Difficulty
Scottyboyrocker#1838702,Overperforming,Increase Difficulty
iyad47#5236546,Balanced,Keep Difficulty Same
Bad-Company-01#7605344,Balanced,Keep Difficulty Same
eslenderman53_88#5533866,Struggling,Decrease Difficulty
Charlie36640#1089090,Struggling,Decrease Difficulty
aboelnagakareem_#5123633,Overperforming,Increase Difficulty
Maisaa 5#6513450,Struggling,Decrease Difficulty
GoodBoy45644#2367630,Balanced,Keep Difficulty Same
SlivkiShowDE#7394417,Balanced,Keep Difficulty Same
Brandon23mbraigl#8315348,Struggling,Decrease Difficulty
Nicl#3787901,Struggling,Decrease Difficulty
BSE Diplex12#3553140,Balanced,Keep Difficulty Same
catchy_pod1#3099664,Balanced,Keep Difficulty Same
treras17-alberto#1406383,Struggling,Decrease Difficulty
ThrownSquash651#2573613,Struggling,Decrease Difficulty
vert#9567407,Struggling,Decrease Difficulty
usmigal66#6816012,Struggling,Decrease Difficulty
BattlePants#7047267,Struggling,Decrease Difficulty
f-xc56#1900417,Struggling,Decrease Difficulty
Mastter P#2864394,Balanced,Keep Difficulty Same
Maniel#7923329,Struggling,Decrease Difficulty
caixukun#9277516,Struggling,Decrease Difficulty
CeCtyri#6968314,Struggling,Decrease Difficulty
FBCK-XENO#2351550,Struggling,Decrease Difficulty
CrazyDogg85#4990548,Balanced,Keep Difficulty Same
II Wartaken II#8674285,Overperforming,Increase Difficulty
wineo_3#7687787,Struggling,Decrease Difficulty
z_SqEzY_z,Balanced,Keep Difficulty Same
NeoDCUK#1890144,Balanced,Keep Difficulty Same
StellaLuna#8897521,Overperforming,Increase Difficulty
GUCCI_PANDA69696#6731819,Struggling,Decrease Difficulty
InstantNitro#1464389,Struggling,Decrease Difficulty
Resalim#7186697,Balanced,Keep Difficulty Same
MMYSKILLZ9#2398417,Balanced,Keep Difficulty Same
A7-RM7#8021103,Balanced,Keep Difficulty Same
alexgm_swc#5774255,Struggling,Decrease Difficulty
Mugolden2706#1468055,Balanced,Keep Difficulty Same
Zappe98#5677797,Balanced,Keep Difficulty Same
xXSilverRazorXx,Balanced,Keep Difficulty Same
Mr_B4RBAR1AN#3106110,Balanced,Keep Difficulty Same
LynnD28#7686309,Struggling,Decrease Difficulty
mandingo pp#1387340,Balanced,Keep Difficulty Same
momo#9356495,Struggling,Decrease Difficulty
Isaacgh_64#9153190,Struggling,Decrease Difficulty
Persian Don#8581151,Struggling,Decrease Difficulty
Rava14,Struggling,Decrease Difficulty
Tico666#2179290,Balanced,Keep Difficulty Same
Philitup#4710379,Overperforming,Increase Difficulty
MaverickMexican,Overperforming,Increase Difficulty
IM GAY DADDY#7173728,Struggling,Decrease Difficulty
rabarinel#2474159,Struggling,Decrease Difficulty
MeadowsHands#7292359,Struggling,Decrease Difficulty
dannielito gg#1828243,Balanced,Keep Difficulty Same
NULL_BOX#8325431,Balanced,Keep Difficulty Same
OopsThatzYoAzz#5141940,Balanced,Keep Difficulty Same
FLAMINGSKULL914#2547678,Balanced,Keep Difficulty Same
anon35772437#5533250,Struggling,Decrease Difficulty
camiloColombia98#6574522,Struggling,Decrease Difficulty
teamrunit1989,Balanced,Keep Difficulty Same
me_em16g#3599853,Balanced,Keep Difficulty Same
Lettice#8092253,Struggling,Decrease Difficulty
scrappy-tapioca#5495538,Balanced,Keep Difficulty Same
yamaha101101#9675698,Struggling,Decrease Difficulty
JonasTjapech#1674057,Struggling,Decrease Difficulty
ThG1#4161657,Struggling,Decrease Difficulty
Killabone1198#8731481,Struggling,Decrease Difficulty
t1g_0le_bitties#5424325,Balanced,Keep Difficulty Same
Miguelillo3945#2220126,Struggling,Decrease Difficulty
GhostSorry#7214420,Balanced,Keep Difficulty Same
CH1LL3V#5957400,Struggling,Decrease Difficulty
IRKUS7125#4280617,Balanced,Keep Difficulty Same
xancito__#7289912,Struggling,Decrease Difficulty
UCD_281771416519uYRhqsfRpHGKejDmgnRU,Struggling,Decrease Difficulty
FunkyPants#6026422,Struggling,Decrease Difficulty
ratatamignon#6228965,Struggling,Decrease Difficulty
FivesTv_KimDamZ#6406760,Balanced,Keep Difficulty Same
nvalex#2099059,Struggling,Decrease Difficulty
KerKzy0#9959551,Struggling,Decrease Difficulty
anon87032542#8972576,Balanced,Keep Difficulty Same
Soilder_1947#9882768,Struggling,Decrease Difficulty
Jamil12345678901#7197038,Balanced,Keep Difficulty Same
mikeyflores126#6025982,Struggling,Decrease Difficulty
evo_64,Overperforming,Increase Difficulty
GUGLOSS#6116264,Balanced,Keep Difficulty Same
Crossie666,Balanced,Keep Difficulty Same
GearHeadBabe4#7473213,Balanced,Keep Difficulty Same
RZT_Cobrak#8158484,Struggling,Decrease Difficulty
dawud_12345#9677632,Balanced,Keep Difficulty Same
RedFury235#7950763,Balanced,Keep Difficulty Same
gdkrocks#4169293,Balanced,Keep Difficulty Same
ScottSchwagga#1139381,Balanced,Keep Difficulty Same
Ikertzi#8150135,Struggling,Decrease Difficulty
FoggierMedusa69#3061626,Struggling,Decrease Difficulty
Waxe#1882793,Struggling,Decrease Difficulty
BigGunzGaming,Overperforming,Increase Difficulty
OlavFlame1#2959388,Struggling,Decrease Difficulty
anon86810858#8992359,Balanced,Keep Difficulty Same
bunko#4332953,Struggling,Decrease Difficulty
Emilio_MX106#5573019,Balanced,Keep Difficulty Same
Jackgww#2602384,Struggling,Decrease Difficulty
user31544026#8979392,Overperforming,Increase Difficulty
xD_clapped3#7692062,Struggling,Decrease Difficulty
zalupendrikos#3724105,Struggling,Decrease Difficulty
fatmanbrad,Overperforming,Increase Difficulty
h4nna20#7670760,Balanced,Keep Difficulty Same
Dami010#1498325,Balanced,Keep Difficulty Same
Sourmilk176143#7076893,Struggling,Decrease Difficulty
GcTACO#8171226,Struggling,Decrease Difficulty
PsychoAbdul#1841770,Balanced,Keep Difficulty Same
Tiny man#7109151,Balanced,Keep Difficulty Same
SoleBuffalo#5539720,Struggling,Decrease Difficulty
Beefmaker#3697912,Balanced,Keep Difficulty Same
Ray_Moe21#9874862,Balanced,Keep Difficulty Same
snave#6053670,Balanced,Keep Difficulty Same
bdabliu#7170816,Struggling,Decrease Difficulty
Alex Garza 28#7025127,Balanced,Keep Difficulty Same
Btothatizzle#8019314,Struggling,Decrease Difficulty
Veenadouu#2734479,Overperforming,Increase Difficulty
alias_regroupe#5107968,Struggling,Decrease Difficulty
kilo1891#2929679,Balanced,Keep Difficulty Same
sappyasian#6143245,Struggling,Decrease Difficulty
Tim586#7533989,Balanced,Keep Difficulty Same
drummersweg#7059888,Struggling,Decrease Difficulty
shanhe#9830930,Balanced,Keep Difficulty Same
SisterlyConch13#4444136,Struggling,Decrease Difficulty
TigerCrazy_1285#5616126,Struggling,Decrease Difficulty
byos#1375820,Balanced,Keep Difficulty Same
p_gluszek#6717119,Balanced,Keep Difficulty Same
Diablo-Deo#4569430,Struggling,Decrease Difficulty
White#5231165,Struggling,Decrease Difficulty
alone55,Balanced,Keep Difficulty Same
TiTcon57100#8450726,Balanced,Keep Difficulty Same
ChrisFarleyMyDad#6246082,Overperforming,Increase Difficulty
Kevin#9770267,Balanced,Keep Difficulty Same
brice2644#8781206,Balanced,Keep Difficulty Same
stayhighmaine#5752318,Balanced,Keep Difficulty Same
Vedad_Arnad0911#7614644,Struggling,Decrease Difficulty
bermeaz04#3972912,Struggling,Decrease Difficulty
瘋狂貓咪#8562444,Struggling,Decrease Difficulty
giannisAK47#8919671,Struggling,Decrease Difficulty
PantherD1943#7584942,Overperforming,Increase Difficulty
VaffelKake-Ante#5011654,Struggling,Decrease Difficulty
Kamdoggie15,Balanced,Keep Difficulty Same
TheKingTino#5989048,Struggling,Decrease Difficulty
APPLEBOI#7116787,Balanced,Keep Difficulty Same
eltonberg05#9717480,Balanced,Keep Difficulty Same
LuisHlic96#8035230,Balanced,Keep Difficulty Same
Jehuz26#3737738,Struggling,Decrease Difficulty
warnickbigmac#5054659,Balanced,Keep Difficulty Same
daniil8103#9950018,Struggling,Decrease Difficulty
Maxwell_TeamZ#8985174,Balanced,Keep Difficulty Same
Ehunt08#1909834,Balanced,Keep Difficulty Same
mindful-hod9#7365393,Balanced,Keep Difficulty Same
saurimahrez26#7676529,Struggling,Decrease Difficulty
climpo#2643646,Struggling,Decrease Difficulty
god69#4825787,Balanced,Keep Difficulty Same
angry-papa78#6726106,Struggling,Decrease Difficulty
Mr Noodle8025#7870983,Balanced,Keep Difficulty Same
Gordin_Teddy#9047259,Balanced,Keep Difficulty Same
ArchCowell_47#2919731,Struggling,Decrease Difficulty
BIGxxBEEFY#6501226,Overperforming,Increase Difficulty
humble-motor8#8365266,Balanced,Keep Difficulty Same
GodisAntisocial-#6796128,Struggling,Decrease Difficulty
Goochmaster67#7360749,Balanced,Keep Difficulty Same
viibxes#5539431,Balanced,Keep Difficulty Same
CYBORGMARS#2479779,Balanced,Keep Difficulty Same
weicheng#4622530,Struggling,Decrease Difficulty
Twizz#2848729,Balanced,Keep Difficulty Same
고곰#9543189,Struggling,Decrease Difficulty
Metro#4177343,Overperforming,Increase Difficulty
Suspe#2410971,Struggling,Decrease Difficulty
hopheitlala#1099242,Balanced,Keep Difficulty Same
BGN_samir 777#1803305,Balanced,Keep Difficulty Same
pandoum62#2508737,Overperforming,Increase Difficulty
SirMerlock,Balanced,Keep Difficulty Same
Rumham#2788307,Struggling,Decrease Difficulty
Adder7866#8013049,Balanced,Keep Difficulty Same
Xx_silentman_xX,Struggling,Decrease Difficulty
daddyspankya,Overperforming,Increase Difficulty
matyaslalo#1935142,Balanced,Keep Difficulty Same
xxchosinRakkxx#5922509,Balanced,Keep Difficulty Same
tbenner29#3379325,Struggling,Decrease Difficulty
classy_sparkler5#4520804,Struggling,Decrease Difficulty
De_dusty2,Overperforming,Increase Difficulty
PriZMatiK#8058359,Overperforming,Increase Difficulty
xINZANIITYx#7400600,Balanced,Keep Difficulty Same
City_Streets7723#5909611,Balanced,Keep Difficulty Same
JessHere,Balanced,Keep Difficulty Same
carlitospower28#2002488,Struggling,Decrease Difficulty
ChungusIzKool#2204786,Balanced,Keep Difficulty Same
gh569#1853417,Struggling,Decrease Difficulty
tob1xx#6944199,Struggling,Decrease Difficulty
DEUX#9050776,Struggling,Decrease Difficulty
alg_davide07#7413305,Struggling,Decrease Difficulty
IrishCanelo#9737576,Struggling,Decrease Difficulty
MayhemxChicx#6936296,Balanced,Keep Difficulty Same
NecsarYT#8577489,Balanced,Keep Difficulty Same
CleanX#3032190,Balanced,Keep Difficulty Same
thefazecrew,Balanced,Keep Difficulty Same
XxX NeMeSi5 XxX#3680994,Balanced,Keep Difficulty Same
arunmanu#2759013,Struggling,Decrease Difficulty
saomiggaz#1009037,Struggling,Decrease Difficulty
IMRTLxJonty#8668579,Overperforming,Increase Difficulty
nahum624#8891131,Struggling,Decrease Difficulty
gustavo#9367850,Struggling,Decrease Difficulty
stricklyprickly3#2167110,Balanced,Keep Difficulty Same
kippax#1107796,Struggling,Decrease Difficulty
Rasen#1210295,Balanced,Keep Difficulty Same
ElSAAND OLAF08#1982865,Balanced,Keep Difficulty Same
R4Z0R97#5984737,Struggling,Decrease Difficulty
nizz_ma_killa-_#7990283,Balanced,Keep Difficulty Same
sniper_k20k20#1436566,Struggling,Decrease Difficulty
DON RAMON#5855416,Overperforming,Increase Difficulty
Joluco#8115404,Struggling,Decrease Difficulty
MrShivers19#2640700,Balanced,Keep Difficulty Same
visitingaton#2762588,Balanced,Keep Difficulty Same
ShadowDragon#7799867,Struggling,Decrease Difficulty
QnHx#8894407,Balanced,Keep Difficulty Same
justdontkare69#9541254,Struggling,Decrease Difficulty
tacomanneedscash,Struggling,Decrease Difficulty
ElvictorManxdxd#7325560,Balanced,Keep Difficulty Same
sting#9500304,Struggling,Decrease Difficulty
JOSUERC4348#5680567,Balanced,Keep Difficulty Same
thedroperk12#4340157,Balanced,Keep Difficulty Same
Aust1n#9602011,Balanced,Keep Difficulty Same
drmikey1988#3051561,Overperforming,Increase Difficulty
WildPants#5497212,Struggling,Decrease Difficulty
FawnBird7116937#2824379,Struggling,Decrease Difficulty
derrickrose1254,Struggling,Decrease Difficulty
DrunkenMonkey127#2712941,Overperforming,Increase Difficulty
diosflorentino,Balanced,Keep Difficulty Same
GeemozB#7637740,Balanced,Keep Difficulty Same
YT GiggyFN#1508241,Struggling,Decrease Difficulty
botboy04#2753501,Struggling,Decrease Difficulty
barcaaziz66#9762814,Struggling,Decrease Difficulty
kondreras#5960820,Balanced,Keep Difficulty Same
Hopesy#8511209,Balanced,Keep Difficulty Same
Swishe#9214939,Balanced,Keep Difficulty Same
Squirrel_bane#2884402,Struggling,Decrease Difficulty
yOuNgFlAsHy13#7260729,Balanced,Keep Difficulty Same
KevnT96#2687015,Struggling,Decrease Difficulty
OOelesmki#6492275,Overperforming,Increase Difficulty
Mythics#7398125,Struggling,Decrease Difficulty
Dreaper88,Balanced,Keep Difficulty Same
dupeng01#8456217,Struggling,Decrease Difficulty
ZelDoniy#4776049,Struggling,Decrease Difficulty
HydroChronic230#2393448,Struggling,Decrease Difficulty
RodmaN11#2102081,Balanced,Keep Difficulty Same
Mugi13012#9674547,Struggling,Decrease Difficulty
aksh_Jonas#2124745,Balanced,Keep Difficulty Same
nohablo18#3422628,Balanced,Keep Difficulty Same
bro#6308926,Overperforming,Increase Difficulty
_Loki_23#6617235,Balanced,Keep Difficulty Same
HiBeyt0#1356863,Balanced,Keep Difficulty Same
XxAssassinxX533#3875206,Struggling,Decrease Difficulty
OriginalPlan803#3502270,Balanced,Keep Difficulty Same
WordedSplash645#2996351,Balanced,Keep Difficulty Same
boy#8691728,Struggling,Decrease Difficulty
belkasonic#2695195,Struggling,Decrease Difficulty
howiewie#6014252,Balanced,Keep Difficulty Same
drafjuandraf#3709128,Struggling,Decrease Difficulty
tangui77470#6191906,Struggling,Decrease Difficulty
PiggyAlabamaRay#7732908,Balanced,Keep Difficulty Same
X_JoE_AuGeR_X#1750332,Overperforming,Increase Difficulty
Attt_nets#8701786,Balanced,Keep Difficulty Same
MustangJ87#8996051,Balanced,Keep Difficulty Same
THE 24 EL#5413562,Balanced,Keep Difficulty Same
kingslayer#9285345,Struggling,Decrease Difficulty
Ares#3781625,Balanced,Keep Difficulty Same
XxCdot214xX#2257860,Overperforming,Increase Difficulty
igiova02#2392799,Balanced,Keep Difficulty Same
Kryptotrik#8679397,Balanced,Keep Difficulty Same
MaddHatterJu#7368140,Struggling,Decrease Difficulty
FlukKIKI#6100275,Balanced,Keep Difficulty Same
hxhxhx6666#6376629,Balanced,Keep Difficulty Same
anon61425166#7351359,Struggling,Decrease Difficulty
Ragnar_Lodbrok#4477458,Overperforming,Increase Difficulty
Spikeyfish6091#3962410,Struggling,Decrease Difficulty
Killergeek3#9261632,Struggling,Decrease Difficulty
Mad Hatter#6815873,Overperforming,Increase Difficulty
MightyElf#6036552,Struggling,Decrease Difficulty
RossBief#6435617,Balanced,Keep Difficulty Same
kmeeki#8313944,Struggling,Decrease Difficulty
charlesheaden2#9757435,Struggling,Decrease Difficulty
Gametime11292018#5407888,Struggling,Decrease Difficulty
Tomfoot7,Struggling,Decrease Difficulty
LoceYs#4006813,Struggling,Decrease Difficulty
Emiliano8555#8077227,Struggling,Decrease Difficulty
user92063806#5076850,Balanced,Keep Difficulty Same
JDTWISTIE#4248520,Struggling,Decrease Difficulty
Tokorozawa#7411094,Struggling,Decrease Difficulty
quattro39#6099528,Balanced,Keep Difficulty Same
Yohane#7549751,Balanced,Keep Difficulty Same
Isnipeforfun#4394841,Balanced,Keep Difficulty Same
boehseronkel#7044344,Overperforming,Increase Difficulty
HermesShetCant#1567171,Balanced,Keep Difficulty Same
魔方的线性规划#6061613,Struggling,Decrease Difficulty
GLOMIMESS#6744363,Overperforming,Increase Difficulty
allenterranova#6251465,Balanced,Keep Difficulty Same
ThyagoPnP,Struggling,Decrease Difficulty
SnakeDr#1834707,Balanced,Keep Difficulty Same
你爸爸我叫特朗普#2075450,Struggling,Decrease Difficulty
Cedrakus#3618643,Balanced,Keep Difficulty Same
Jake07#9371257,Overperforming,Increase Difficulty
ABNKKBSNPLAko#9749274,Struggling,Decrease Difficulty
Hollie98x#8675077,Struggling,Decrease Difficulty
07999854292#2183402,Overperforming,Increase Difficulty
kingslab#9866125,Overperforming,Increase Difficulty
stakahashi1225#3900532,Balanced,Keep Difficulty Same
Roberkobe18#5251877,Struggling,Decrease Difficulty
hkbatman123,Balanced,Keep Difficulty Same
user37466875#9943111,Overperforming,Increase Difficulty
WKMXD#2427049,Struggling,Decrease Difficulty
Dave the Dike#4159984,Balanced,Keep Difficulty Same
l Wolvez l#9782060,Balanced,Keep Difficulty Same
Sposo933#6965738,Balanced,Keep Difficulty Same
BLACKRAIN1300#8566374,Balanced,Keep Difficulty Same
TomeX#3022633,Struggling,Decrease Difficulty
xArcTik#6300013,Overperforming,Increase Difficulty
afreitas98_2#5358099,Balanced,Keep Difficulty Same
jonny04schalke#4007444,Balanced,Keep Difficulty Same
vojta_h10#8059645,Balanced,Keep Difficulty Same
Med#1618290,Balanced,Keep Difficulty Same
Tony Salerno#3624786,Overperforming,Increase Difficulty
Bazyio#5614137,Balanced,Keep Difficulty Same
MILLERAO1998_963#6914796,Balanced,Keep Difficulty Same
borikuany,Balanced,Keep Difficulty Same
MikFar6#8960676,Struggling,Decrease Difficulty
MassAvengance#6441116,Struggling,Decrease Difficulty
killersd999#2082552,Struggling,Decrease Difficulty
MauroVarela1920#3656700,Struggling,Decrease Difficulty
relax72max#8163705,Struggling,Decrease Difficulty
DrAGoNoY994#8560005,Balanced,Keep Difficulty Same
Zartius#4215720,Struggling,Decrease Difficulty
sudz69#5416083,Struggling,Decrease Difficulty
MeesterBart1#6870825,Balanced,Keep Difficulty Same
Electriz12#9101101,Struggling,Decrease Difficulty
